name,code,block,block5,num,stocks
电气设备,880446,T0706,T0706,341,"['000009', '000049', '000400', '000533', '000576', '000682', '000720', '000821', '000922', '001208', '001235', '001255', '001283', '001301', '001326', '001382', '001388', '002028', '002056', '002074', '002079', '002090', '002112', '002129', '002130', '002168', '002169', '002202', '002227', '002245', '002249', '002270', '002276', '002298', '002300', '002309', '002334', '002335', '002339', '002346', '002350', '002358', '002364', '002441', '002451', '002452', '002459', '002471', '002487', '002498', '002506', '002518', '002531', '002533', '002546', '002560', '002576', '002580', '002606', '002617', '002660', '002692', '002706', '002733', '002759', '002801', '002805', '002812', '002850', '002851', '002865', '002879', '002882', '002892', '002922', '002927', '002953', '003008', '300001', '300004', '300014', '300018', '300035', '300048', '300062', '300068', '300069', '300073', '300080', '300093', '300118', '300125', '300129', '300141', '300153', '300207', '300215', '300222', '300265', '300274', '300283', '300317', '300340', '300341', '300345', '300376', '300390', '300407', '300409', '300423', '300427', '300438', '300443', '300444', '300447', '300477', '300484', '300491', '300510', '300530', '300569', '300593', '300617', '300626', '300648', '300660', '300670', '300690', '300693', '300713', '300750', '300763', '300772', '300820', '300827', '300842', '300870', '300889', '300890', '300904', '300907', '300919', '300932', '300933', '300953', '301002', '301012', '301023', '301031', '301063', '301082', '301120', '301121', '301150', '301155', '301157', '301163', '301168', '301210', '301222', '301226', '301266', '301278', '301291', '301295', '301320', '301327', '301358', '301361', '301362', '301386', '301388', '301418', '301439', '301456', '301502', '301511', '301516', '301557', '301587', '301590', '301609', '301636', '301658', '301668', '600067', '600072', '600089', '600110', '600152', '600192', '600207', '600212', '600241', '600268', '600312', '600379', '600405', '600406', '600416', '600438', '600468', '600475', '600478', '600481', '600525', '600537', '600550', '600560', '600577', '600580', '600732', '600847', '600869', '600875', '600884', '600885', '600973', '601012', '601026', '601126', '601179', '601218', '601311', '601567', '601615', '601616', '601700', '601727', '601877', '601908', '603015', '603016', '603031', '603050', '603063', '603070', '603097', '603105', '603109', '603185', '603191', '603218', '603312', '603320', '603333', '603344', '603350', '603370', '603381', '603398', '603489', '603507', '603530', '603577', '603583', '603606', '603618', '603628', '603679', '603685', '603728', '603778', '603819', '603829', '603861', '603897', '603906', '603985', '603988', '605066', '605117', '605196', '605222', '605288', '605378', '688005', '688006', '688032', '688033', '688063', '688148', '688155', '688184', '688223', '688226', '688248', '688275', '688303', '688330', '688334', '688345', '688348', '688349', '688388', '688390', '688408', '688411', '688429', '688472', '688503', '688517', '688560', '688567', '688599', '688611', '688660', '688663', '688676', '688681', '688698', '688707', '688717', '688719', '688772', '688778', '688779', '688819', '874774', '920007', '920018', '920037', '920046', '920062', '920100', '920110', '920111', '920237', '920239', '920252', '920299', '920375', '920496', '920508', '920523', '920627', '920639', '920682', '920770', '920809', '920985']"
工程机械,880447,T0707,T0707,38,"['000157', '000425', '000528', '000680', '000811', '001226', '001239', '001360', '002009', '002097', '002158', '002526', '002535', '300185', '300201', '300275', '301032', '301161', '301279', '600031', '600169', '600761', '600815', '600984', '601100', '601106', '601399', '603194', '603280', '603298', '603338', '605305', '688425', '920002', '920174', '920599', '920706', '920839']"
电器仪表,880448,T0708,T0708,105,"['001266', '002058', '002121', '002175', '002214', '002338', '002414', '002527', '002767', '002819', '002849', '002857', '002967', '002980', '300007', '300012', '300066', '300099', '300112', '300124', '300165', '300203', '300259', '300286', '300306', '300349', '300354', '300360', '300370', '300371', '300416', '300417', '300430', '300445', '300466', '300514', '300515', '300516', '300553', '300557', '300567', '300572', '300667', '300720', '300797', '300862', '300880', '300882', '300887', '300897', '300938', '301006', '301129', '301228', '301289', '301303', '301413', '301508', '301510', '301528', '302132', '600651', '603100', '603275', '603416', '603556', '603662', '603700', '605056', '688056', '688112', '688115', '688160', '688283', '688320', '688337', '688450', '688528', '688539', '688583', '688597', '688600', '688610', '688616', '688622', '688628', '688665', '688686', '688757', '688768', '920029', '920363', '920396', '920405', '920407', '920414', '920476', '920509', '920556', '920651', '920685', '920779', '920879', '920885', '920961']"
电信运营,880452,T0801,T0801,5,"['300959', '600050', '600941', '601698', '601728']"
公共交通,880453,T0802,T0802,7,"['002357', '600561', '600611', '600650', '600834', '603069', '603776']"
水务,880454,T0803,T0803,15,"['000598', '000605', '000685', '003039', '600008', '600168', '600187', '600283', '600461', '600769', '601158', '601199', '601368', '603291', '603759']"
供气供热,880455,T0804,T0804,45,"['000407', '000421', '000593', '000669', '000692', '001210', '001299', '001331', '001376', '002259', '002267', '002700', '002893', '002911', '300332', '300335', '300435', '600052', '600167', '600226', '600333', '600617', '600635', '600681', '600719', '600803', '600903', '600917', '600956', '600982', '601139', '603053', '603080', '603318', '603393', '603689', '603706', '605011', '605028', '605090', '605162', '605169', '605368', '605580', '920010']"
环境保护,880456,T0805,T0805,123,"['000035', '000068', '000544', '000546', '000711', '000803', '000826', '000885', '000890', '000967', '001230', '002034', '002210', '002266', '002310', '002549', '002573', '002591', '002616', '002658', '002672', '002717', '002778', '002887', '002973', '003027', '300056', '300070', '300105', '300137', '300140', '300152', '300172', '300187', '300190', '300197', '300266', '300355', '300385', '300388', '300422', '300425', '300614', '300631', '300664', '300692', '300774', '300779', '300786', '300800', '300815', '300854', '300864', '300867', '300899', '300929', '300948', '300958', '300961', '301030', '301049', '301068', '301081', '301109', '301127', '301148', '301175', '301203', '301259', '301265', '301288', '301305', '301372', '301500', '600133', '600217', '600292', '600323', '600388', '600526', '600796', '600874', '601033', '601200', '601330', '601827', '603126', '603177', '603200', '603279', '603302', '603315', '603324', '603568', '603588', '603686', '603797', '603817', '603903', '605069', '605081', '688057', '688069', '688087', '688096', '688101', '688178', '688196', '688309', '688335', '688370', '688466', '688480', '688501', '688565', '688659', '688671', '688679', '688701', '920145', '920263', '920370', '920802']"
运输服务,880459,T0901,T0901,37,"['000099', '000520', '000557', '001205', '001213', '001317', '002320', '002928', '600026', '600029', '600115', '600125', '600179', '600221', '600428', '600751', '600798', '601006', '601021', '601022', '601083', '601111', '601333', '601816', '601866', '601872', '601919', '601975', '603162', '603167', '603209', '603223', '603565', '603569', '603813', '603885', '920571']"
铁路,880460,T090101,T0901,7,"['000557', '001213', '001317', '600125', '601006', '601333', '601816']"
水运,880461,T090102,T0901,19,"['000520', '001205', '002320', '600026', '600179', '600428', '600751', '600798', '601022', '601083', '601866', '601872', '601919', '601975', '603162', '603167', '603209', '603565', '920571']"
空运,880462,T090103,T0901,8,"['000099', '002928', '600029', '600115', '600221', '601021', '601111', '603885']"
公路,880463,T090104,T0901,3,"['603223', '603569', '603813']"
仓储物流,880464,T0902,T0902,46,"['000906', '000927', '001202', '001228', '001391', '002010', '002120', '002183', '002352', '002468', '002492', '002682', '002769', '002800', '002889', '002930', '300013', '300240', '300350', '300873', '600057', '600119', '600153', '600180', '600233', '600654', '600704', '600755', '600787', '600794', '601156', '601598', '603056', '603066', '603117', '603128', '603329', '603373', '603535', '603648', '603713', '603836', '603871', '603967', '605050', '920351']"
交通设施,880465,T0903,T0903,40,"['000088', '000089', '000429', '000548', '000582', '000755', '000828', '000900', '000905', '001872', '001965', '002040', '600004', '600009', '600012', '600017', '600018', '600020', '600033', '600035', '600106', '600269', '600279', '600350', '600368', '600377', '600515', '600548', '600717', '600897', '601000', '601008', '601018', '601107', '601188', '601228', '601298', '601326', '601518', '601880']"
路桥,880466,T090301,T0903,19,"['000429', '000548', '000755', '000828', '000900', '001965', '600012', '600020', '600033', '600035', '600106', '600269', '600350', '600368', '600377', '600548', '601107', '601188', '601518']"
机场,880467,T090302,T0903,5,"['000089', '600004', '600009', '600515', '600897']"
港口,880468,T090303,T0903,16,"['000088', '000582', '000905', '001872', '002040', '600017', '600018', '600279', '600717', '601000', '601008', '601018', '601228', '601298', '601326', '601880']"
银行,880471,T1001,T1001,42,"['000001', '001227', '002142', '002807', '002839', '002936', '002948', '002958', '002966', '600000', '600015', '600016', '600036', '600908', '600919', '600926', '600928', '601009', '601077', '601128', '601166', '601169', '601187', '601229', '601288', '601328', '601398', '601528', '601577', '601658', '601665', '601818', '601825', '601838', '601860', '601916', '601939', '601963', '601988', '601997', '601998', '603323']"
证券,880472,T1002,T1002,50,"['000166', '000686', '000712', '000728', '000750', '000776', '000783', '002500', '002670', '002673', '002736', '002797', '002926', '002939', '002945', '300059', '600030', '600061', '600095', '600109', '600155', '600369', '600621', '600864', '600906', '600909', '600918', '600958', '600999', '601059', '601066', '601099', '601108', '601136', '601162', '601198', '601211', '601236', '601375', '601377', '601456', '601555', '601688', '601696', '601788', '601878', '601881', '601901', '601990', '601995']"
保险,880473,T1003,T1003,5,"['601318', '601319', '601336', '601601', '601628']"
多元金融,880474,T1004,T1004,24,"['000415', '000532', '000563', '000567', '000617', '000958', '000987', '001236', '002423', '002647', '002961', '600053', '600120', '600318', '600390', '600517', '600643', '600816', '600830', '600901', '600927', '603093', '603123', '603300']"
建筑,880476,T1101,T1101,154,"['000010', '000032', '000065', '000090', '000498', '000628', '000779', '000928', '001267', '002047', '002051', '002060', '002061', '002062', '002081', '002116', '002140', '002163', '002200', '002307', '002323', '002375', '002431', '002482', '002542', '002586', '002620', '002628', '002663', '002713', '002761', '002775', '002789', '002811', '002822', '002830', '002856', '002883', '002941', '002949', '002963', '002989', '003001', '003013', '300021', '300029', '300284', '300384', '300500', '300506', '300517', '300536', '300564', '300621', '300635', '300649', '300668', '300675', '300712', '300732', '300746', '300778', '300826', '300844', '300949', '300977', '300982', '300983', '300986', '300989', '301024', '301027', '301038', '301046', '301058', '301091', '301098', '301115', '301136', '301167', '301365', '301390', '301505', '301632', '600039', '600170', '600193', '600234', '600248', '600284', '600491', '600502', '600512', '600629', '600720', '600820', '600846', '600853', '600939', '600970', '601068', '601117', '601133', '601186', '601226', '601390', '601611', '601618', '601668', '601669', '601789', '601800', '601868', '601886', '603007', '603017', '603018', '603030', '603060', '603098', '603137', '603153', '603163', '603176', '603183', '603257', '603316', '603357', '603359', '603388', '603458', '603637', '603815', '603828', '603843', '603860', '603909', '603929', '603955', '603959', '605167', '605178', '605287', '605289', '605303', '605598', '920019', '920039', '920149', '920208', '920427', '920873', '920892', '920964']"
建筑工程,880477,T110101,T1101,128,"['000010', '000032', '000065', '000090', '000498', '000628', '000779', '000928', '001267', '002051', '002060', '002061', '002062', '002116', '002140', '002200', '002307', '002323', '002431', '002542', '002586', '002628', '002663', '002761', '002775', '002883', '002941', '002949', '003001', '003013', '300021', '300029', '300284', '300384', '300500', '300506', '300517', '300536', '300564', '300635', '300649', '300675', '300712', '300732', '300746', '300778', '300826', '300844', '300949', '300977', '300982', '300983', '300986', '300989', '301024', '301027', '301038', '301046', '301058', '301091', '301098', '301115', '301136', '301167', '301365', '301390', '301505', '301632', '600039', '600170', '600248', '600284', '600491', '600502', '600512', '600629', '600720', '600820', '600846', '600853', '600939', '600970', '601068', '601117', '601133', '601186', '601226', '601390', '601611', '601618', '601668', '601669', '601789', '601800', '601868', '603007', '603017', '603018', '603060', '603153', '603163', '603176', '603183', '603257', '603316', '603357', '603359', '603388', '603458', '603637', '603815', '603843', '603860', '603909', '603955', '603959', '605167', '605289', '605303', '605598', '920019', '920039', '920149', '920208', '920427', '920873', '920892', '920964']"
装修装饰,880478,T110102,T1101,26,"['002047', '002081', '002163', '002375', '002482', '002620', '002713', '002789', '002811', '002822', '002830', '002856', '002963', '002989', '300621', '300668', '600193', '600234', '601886', '603030', '603098', '603137', '603828', '603929', '605178', '605287']"
房地产,880482,T1102,T1102,100,"['000002', '000006', '000011', '000014', '000029', '000031', '000036', '000042', '000069', '000402', '000514', '000517', '000560', '000573', '000608', '000609', '000620', '000656', '000668', '000718', '000736', '000797', '000809', '000838', '000863', '000886', '000897', '000909', '000926', '000965', '001914', '001979', '002016', '002133', '002146', '002188', '002208', '002244', '002285', '002305', '002314', '002968', '300917', '300947', '600007', '600048', '600064', '600082', '600094', '600113', '600136', '600159', '600162', '600173', '600185', '600208', '600239', '600246', '600266', '600322', '600325', '600340', '600376', '600383', '600463', '600503', '600510', '600533', '600603', '600604', '600605', '600606', '600622', '600638', '600639', '600641', '600648', '600649', '600657', '600658', '600663', '600665', '600675', '600683', '600684', '600692', '600708', '600716', '600736', '600743', '600748', '600773', '600791', '600848', '600895', '601155', '601512', '601588', '603506', '603682']"
全国地产,880483,T110201,T1102,26,"['000002', '000014', '000031', '000036', '000042', '000069', '000402', '000620', '000656', '000736', '000797', '001979', '002133', '002146', '600048', '600162', '600173', '600208', '600383', '600510', '600606', '600657', '600665', '600708', '600748', '600791']"
区域地产,880484,T110202,T1102,47,"['000006', '000029', '000514', '000517', '000573', '000608', '000609', '000718', '000809', '000838', '000863', '000886', '000897', '000909', '000926', '000965', '002016', '002208', '002244', '002305', '002314', '600094', '600113', '600159', '600185', '600239', '600246', '600266', '600322', '600325', '600376', '600503', '600533', '600603', '600622', '600638', '600641', '600649', '600675', '600683', '600684', '600692', '600716', '600743', '600773', '601155', '601588']"
园区开发,880485,T110203,T1102,14,"['600007', '600064', '600082', '600340', '600463', '600604', '600639', '600648', '600658', '600663', '600736', '600848', '600895', '601512']"
房产服务,880486,T110204,T1102,13,"['000011', '000560', '000668', '001914', '002188', '002285', '002968', '300917', '300947', '600136', '600605', '603506', '603682']"
IT设备,880489,T1201,T1201,78,"['000066', '000938', '000977', '000997', '001229', '001339', '002152', '002180', '002197', '002236', '002268', '002351', '002376', '002415', '002512', '002528', '002577', '002835', '002866', '002912', '002955', '002970', '003004', '300042', '300045', '300076', '300079', '300130', '300155', '300249', '300270', '300302', '300333', '300368', '300386', '300449', '300455', '300462', '300531', '300546', '300552', '300588', '300656', '300659', '300743', '300771', '300793', '300857', '300884', '300941', '301042', '301189', '301318', '301330', '301339', '301391', '301491', '301503', '301578', '301589', '600100', '603019', '603106', '603496', '603508', '603516', '603660', '688060', '688208', '688288', '688475', '688489', '688775', '920090', '920190', '920198', '920395', '920808']"
通信设备,880490,T1202,T1202,136,"['000063', '000070', '000547', '000561', '000586', '000815', '000851', '000889', '002017', '002104', '002151', '002161', '002194', '002231', '002281', '002296', '002313', '002369', '002383', '002396', '002413', '002446', '002465', '002491', '002519', '002544', '002583', '002792', '002796', '002869', '002902', '002929', '002977', '003040', '300025', '300050', '300101', '300134', '300177', '300183', '300205', '300211', '300213', '300252', '300308', '300310', '300353', '300394', '300397', '300414', '300502', '300504', '300548', '300555', '300560', '300563', '300565', '300570', '300578', '300590', '300597', '300603', '300615', '300620', '300627', '300628', '300638', '300689', '300698', '300710', '300711', '300736', '300762', '300913', '301139', '301165', '301191', '301205', '301307', '301419', '301600', '301608', '600105', '600131', '600198', '600345', '600487', '600498', '600522', '600562', '600590', '600775', '600776', '600990', '601138', '601869', '603042', '603083', '603118', '603206', '603220', '603236', '603322', '603341', '603421', '603559', '603602', '603712', '603803', '688002', '688027', '688036', '688080', '688100', '688132', '688143', '688159', '688175', '688182', '688205', '688282', '688292', '688313', '688387', '688418', '688522', '688552', '688592', '688618', '688668', '688788', '920008', '920374', '920640', '920924', '920976']"
半导体,880491,T1203,T1203,184,"['001270', '001309', '002049', '002077', '002119', '002156', '002185', '002213', '002371', '002409', '002449', '003026', '003043', '300046', '300053', '300077', '300102', '300123', '300223', '300236', '300241', '300301', '300303', '300323', '300327', '300346', '300373', '300456', '300458', '300604', '300613', '300623', '300632', '300655', '300661', '300666', '300671', '300672', '300708', '300782', '300831', '301095', '301269', '301297', '301308', '301348', '301369', '301536', '301581', '301611', '301629', '301678', '600171', '600206', '600360', '600460', '600520', '600584', '600667', '600703', '600745', '600877', '603005', '603061', '603068', '603078', '603160', '603290', '603375', '603501', '603690', '603893', '603986', '605111', '605358', '688008', '688012', '688018', '688019', '688035', '688037', '688041', '688045', '688047', '688048', '688049', '688052', '688061', '688072', '688082', '688099', '688107', '688110', '688120', '688123', '688126', '688130', '688135', '688138', '688141', '688146', '688153', '688172', '688173', '688200', '688206', '688209', '688213', '688216', '688220', '688230', '688233', '688234', '688249', '688252', '688256', '688259', '688261', '688262', '688270', '688279', '688286', '688325', '688332', '688347', '688352', '688361', '688362', '688368', '688372', '688380', '688381', '688385', '688391', '688396', '688401', '688403', '688409', '688416', '688419', '688432', '688449', '688458', '688469', '688478', '688484', '688486', '688498', '688508', '688512', '688515', '688521', '688525', '688530', '688535', '688536', '688538', '688584', '688589', '688591', '688593', '688595', '688601', '688605', '688608', '688620', '688652', '688653', '688689', '688691', '688693', '688699', '688702', '688709', '688711', '688720', '688721', '688728', '688729', '688766', '688783', '688798', '688981', '920139']"
元器件,880492,T1204,T1204,301,"['000020', '000021', '000045', '000050', '000062', '000100', '000509', '000536', '000636', '000670', '000725', '000727', '000733', '000823', '001287', '001298', '001308', '001314', '001373', '001389', '002025', '002036', '002045', '002055', '002106', '002134', '002137', '002138', '002139', '002179', '002189', '002199', '002217', '002222', '002241', '002273', '002289', '002384', '002387', '002388', '002402', '002426', '002436', '002456', '002463', '002475', '002484', '002552', '002579', '002587', '002600', '002635', '002636', '002655', '002681', '002724', '002729', '002745', '002765', '002782', '002808', '002815', '002841', '002845', '002855', '002859', '002861', '002876', '002881', '002885', '002888', '002897', '002913', '002916', '002925', '002937', '002938', '002947', '002952', '002962', '002981', '002983', '002992', '002993', '003015', '003019', '003021', '003028', '003031', '300032', '300088', '300115', '300120', '300128', '300131', '300136', '300162', '300184', '300219', '300232', '300256', '300269', '300279', '300296', '300319', '300322', '300331', '300389', '300408', '300433', '300460', '300474', '300475', '300476', '300493', '300543', '300566', '300582', '300602', '300629', '300650', '300657', '300679', '300684', '300686', '300691', '300701', '300706', '300709', '300726', '300735', '300739', '300752', '300787', '300790', '300814', '300822', '300843', '300852', '300866', '300868', '300903', '300909', '300916', '300936', '300939', '300940', '300951', '300956', '300964', '300968', '300975', '300976', '300991', '301041', '301045', '301051', '301067', '301086', '301099', '301106', '301123', '301132', '301135', '301176', '301180', '301182', '301183', '301217', '301251', '301275', '301280', '301282', '301285', '301314', '301319', '301321', '301326', '301328', '301329', '301359', '301366', '301379', '301383', '301387', '301389', '301421', '301458', '301479', '301486', '301489', '301517', '301563', '301566', '301567', '301571', '301577', '301606', '301626', '301628', '301631', '600071', '600130', '600183', '600203', '600237', '600288', '600353', '600363', '600552', '600563', '600601', '600666', '600707', '601231', '603052', '603175', '603186', '603228', '603267', '603296', '603297', '603327', '603328', '603380', '603386', '603595', '603626', '603629', '603678', '603703', '603738', '603773', '603890', '603920', '603933', '603936', '603989', '605058', '605118', '605218', '605258', '605277', '605588', '688007', '688010', '688011', '688020', '688053', '688055', '688079', '688103', '688127', '688150', '688167', '688181', '688183', '688195', '688210', '688260', '688272', '688299', '688307', '688311', '688322', '688371', '688375', '688439', '688496', '688502', '688511', '688519', '688545', '688549', '688582', '688629', '688636', '688655', '688661', '688662', '688678', '688683', '688776', '688800', '920001', '920005', '920060', '920128', '920212', '920249', '920267', '920346', '920357', '920438', '920491', '920701', '920821', '920857', '920876', '920950', '920981']"
软件服务,880493,T1205,T1205,284,"['000004', '000034', '000158', '000409', '000503', '000555', '000948', '002063', '002065', '002153', '002178', '002195', '002212', '002230', '002232', '002253', '002261', '002279', '002316', '002322', '002331', '002362', '002368', '002373', '002380', '002401', '002405', '002410', '002421', '002439', '002474', '002609', '002642', '002649', '002657', '002771', '002777', '002908', '002987', '002990', '003005', '003007', '003029', '300010', '300017', '300020', '300033', '300036', '300044', '300047', '300074', '300075', '300078', '300085', '300096', '300098', '300150', '300166', '300167', '300168', '300170', '300188', '300212', '300229', '300231', '300235', '300245', '300248', '300250', '300253', '300264', '300271', '300277', '300287', '300288', '300290', '300300', '300311', '300324', '300339', '300344', '300348', '300352', '300365', '300366', '300369', '300377', '300378', '300379', '300380', '300383', '300419', '300440', '300442', '300448', '300451', '300454', '300465', '300468', '300469', '300479', '300496', '300508', '300513', '300520', '300523', '300525', '300532', '300541', '300542', '300550', '300551', '300556', '300559', '300561', '300579', '300598', '300605', '300608', '300609', '300624', '300634', '300645', '300663', '300674', '300678', '300682', '300687', '300730', '300738', '300768', '300773', '300803', '300807', '300830', '300845', '300846', '300872', '300895', '300925', '300935', '300996', '301085', '301117', '301153', '301159', '301162', '301172', '301178', '301179', '301185', '301195', '301197', '301208', '301213', '301218', '301221', '301236', '301248', '301270', '301302', '301315', '301316', '301337', '301378', '301380', '301396', '301556', '301592', '600271', '600289', '600410', '600446', '600476', '600536', '600570', '600571', '600588', '600589', '600602', '600718', '600728', '600734', '600756', '600797', '600845', '600850', '600936', '601519', '603039', '603138', '603171', '603189', '603232', '603383', '603528', '603636', '603859', '603869', '603881', '603887', '603918', '603927', '603990', '605398', '688004', '688023', '688030', '688031', '688038', '688039', '688051', '688058', '688066', '688078', '688081', '688083', '688088', '688095', '688109', '688111', '688118', '688152', '688158', '688168', '688171', '688191', '688201', '688207', '688225', '688227', '688228', '688229', '688232', '688244', '688246', '688258', '688291', '688296', '688316', '688318', '688327', '688343', '688365', '688369', '688435', '688479', '688507', '688509', '688561', '688562', '688568', '688579', '688588', '688590', '688615', '688619', '688631', '688651', '688657', '688682', '688692', '688695', '688787', '920092', '920116', '920130', '920171', '920184', '920207', '920227', '920305', '920415', '920493', '920564', '920592', '920670', '920680', '920748', '920790', '920799', '920806', '920932', '920953']"
互联网,880494,T1206,T1206,80,"['000676', '000681', '002095', '002115', '002123', '002127', '002131', '002148', '002174', '002264', '002315', '002354', '002425', '002467', '002517', '002555', '002558', '002602', '002605', '002624', '002640', '002654', '002803', '002919', '002995', '003010', '300002', '300031', '300043', '300052', '300061', '300063', '300113', '300209', '300226', '300242', '300292', '300295', '300299', '300315', '300399', '300418', '300459', '300467', '300494', '300518', '300533', '300571', '300592', '300766', '300785', '300792', '300921', '300987', '301001', '301110', '301171', '301299', '301381', '301382', '301428', '301558', '600228', '600365', '600539', '600556', '600633', '600892', '600986', '601360', '603000', '603258', '603444', '603533', '603598', '603613', '603825', '603888', '605168', '688500']"
综合类,880497,T1301,T1301,19,"['000025', '000631', '000632', '000753', '000820', '000833', '000839', '300051', '600051', '600149', '600620', '600673', '600689', '600724', '600770', '600784', '600805', '600881', '920122']"
